,alt,blu,brb,cla,con,cou,dnb,dtp,fol,gld,gos,hcp,hct,hou,ind,jam,jaz,met,pop,pwv,rap,rnb,rnr,tec,tra,uti,woA,woB,woC
alt,27.696078431372552,1.9607843137254901,0.7352941176470588,0.0,1.9607843137254901,4.166666666666666,0.24509803921568626,5.392156862745098,0.24509803921568626,11.519607843137255,0.24509803921568626,5.147058823529411,1.2254901960784315,0.0,2.2058823529411766,0.24509803921568626,1.2254901960784315,17.401960784313726,0.24509803921568626,14.950980392156863,1.2254901960784315,0.49019607843137253,0.9803921568627451,0.24509803921568626,0.0,0.0,0.0,0.0,0.24509803921568626
blu,0.23148148148148145,27.083333333333332,0.23148148148148145,0.0,0.4629629629629629,2.7777777777777777,0.23148148148148145,5.555555555555555,3.009259259259259,7.638888888888889,4.398148148148148,0.0,0.0,0.23148148148148145,0.9259259259259258,3.009259259259259,10.87962962962963,1.1574074074074074,2.083333333333333,0.4629629629629629,0.23148148148148145,14.351851851851851,9.25925925925926,0.9259259259259258,0.0,0.4629629629629629,1.8518518518518516,0.23148148148148145,2.314814814814815
brb,1.8518518518518516,0.0,26.15740740740741,0.4629629629629629,0.6944444444444444,0.23148148148148145,9.49074074074074,2.083333333333333,0.4629629629629629,0.0,0.0,0.9259259259259258,5.787037037037037,7.87037037037037,2.5462962962962963,5.092592592592593,7.87037037037037,0.0,1.6203703703703702,1.1574074074074074,15.277777777777779,3.4722222222222223,0.4629629629629629,3.4722222222222223,1.8518518518518516,0.4629629629629629,0.23148148148148145,0.0,0.4629629629629629
cla,0.0,0.0,4.166666666666666,31.25,0.0,0.0,0.0,4.166666666666666,2.083333333333333,0.0,2.083333333333333,0.0,10.416666666666668,0.0,14.583333333333334,0.0,14.583333333333334,0.0,0.0,0.0,0.0,0.0,2.083333333333333,0.0,0.0,10.416666666666668,0.0,0.0,4.166666666666666
con,16.98717948717949,1.6025641025641024,3.5256410256410255,1.282051282051282,4.807692307692308,3.8461538461538463,1.6025641025641024,3.5256410256410255,0.3205128205128205,8.333333333333332,0.641025641025641,4.807692307692308,0.0,1.6025641025641024,4.166666666666666,3.205128205128205,5.128205128205128,1.6025641025641024,11.217948717948719,11.217948717948719,1.9230769230769231,3.8461538461538463,2.2435897435897436,0.9615384615384616,0.0,0.641025641025641,0.3205128205128205,0.641025641025641,0.0
cou,3.571428571428571,2.976190476190476,0.2976190476190476,0.2976190476190476,2.083333333333333,22.916666666666664,0.0,3.273809523809524,12.5,13.690476190476192,2.083333333333333,1.488095238095238,0.0,0.0,0.5952380952380952,0.0,8.928571428571429,0.8928571428571428,0.2976190476190476,0.5952380952380952,0.0,8.333333333333332,13.988095238095239,0.0,0.0,0.0,0.0,1.1904761904761905,0.0
dnb,0.23148148148148145,0.23148148148148145,6.018518518518518,0.0,0.4629629629629629,0.0,65.97222222222221,4.861111111111112,0.0,0.4629629629629629,0.23148148148148145,0.6944444444444444,5.324074074074074,1.3888888888888888,1.8518518518518516,0.23148148148148145,0.6944444444444444,0.0,1.8518518518518516,0.23148148148148145,4.62962962962963,1.1574074074074074,0.0,1.6203703703703702,1.1574074074074074,0.0,0.0,0.4629629629629629,0.23148148148148145
dtp,2.976190476190476,1.984126984126984,2.579365079365079,1.1904761904761905,1.1904761904761905,1.984126984126984,4.166666666666666,27.18253968253968,0.0,4.166666666666666,1.984126984126984,0.1984126984126984,0.7936507936507936,4.761904761904762,6.349206349206349,0.3968253968253968,5.753968253968254,1.7857142857142856,4.563492063492063,0.7936507936507936,6.15079365079365,4.9603174603174605,0.992063492063492,4.563492063492063,7.142857142857142,0.5952380952380952,0.7936507936507936,0.0,0.0
fol,8.333333333333332,8.333333333333332,0.0,4.166666666666666,0.0,4.166666666666666,0.0,12.5,10.416666666666668,6.25,2.083333333333333,2.083333333333333,0.0,0.0,2.083333333333333,0.0,2.083333333333333,0.0,0.0,2.083333333333333,0.0,0.0,0.0,0.0,4.166666666666666,6.25,6.25,0.0,18.75
gld,5.833333333333333,4.722222222222222,0.0,0.2777777777777778,1.6666666666666667,7.777777777777778,0.5555555555555556,4.722222222222222,0.0,30.555555555555557,1.1111111111111112,0.5555555555555556,0.2777777777777778,0.2777777777777778,3.0555555555555554,0.0,5.277777777777778,2.2222222222222223,6.666666666666667,8.88888888888889,0.5555555555555556,8.055555555555555,5.555555555555555,0.5555555555555556,0.2777777777777778,0.0,0.2777777777777778,0.2777777777777778,0.0
gos,0.8333333333333334,19.166666666666668,0.0,0.8333333333333334,1.6666666666666667,2.5,4.166666666666666,2.5,2.5,4.166666666666666,38.333333333333336,0.0,0.0,1.6666666666666667,0.0,1.6666666666666667,5.0,0.0,0.8333333333333334,0.0,0.0,8.333333333333332,0.8333333333333334,0.8333333333333334,0.0,2.5,0.0,0.8333333333333334,0.8333333333333334
hcp,16.845878136200717,0.0,0.0,0.0,10.03584229390681,0.0,1.0752688172043012,0.7168458781362007,0.0,1.4336917562724014,0.0,26.881720430107524,2.867383512544803,2.5089605734767026,2.867383512544803,0.0,0.35842293906810035,16.845878136200717,1.0752688172043012,13.620071684587815,1.0752688172043012,0.35842293906810035,0.35842293906810035,0.35842293906810035,0.35842293906810035,0.35842293906810035,0.0,0.0,0.0
hct,3.1862745098039214,0.24509803921568626,4.166666666666666,0.0,0.9803921568627451,0.24509803921568626,7.8431372549019605,4.6568627450980395,0.7352941176470588,0.24509803921568626,1.715686274509804,0.24509803921568626,42.64705882352941,10.784313725490197,6.127450980392156,0.7352941176470588,1.2254901960784315,0.0,0.7352941176470588,0.24509803921568626,0.49019607843137253,1.715686274509804,0.0,7.8431372549019605,2.450980392156863,0.0,0.24509803921568626,0.49019607843137253,0.0
hou,0.19157088122605362,0.0,3.8314176245210727,0.38314176245210724,0.9578544061302682,0.19157088122605362,2.10727969348659,2.8735632183908044,0.19157088122605362,2.2988505747126435,0.0,0.0,8.42911877394636,41.7624521072797,3.8314176245210727,0.7662835249042145,2.10727969348659,0.19157088122605362,2.8735632183908044,0.9578544061302682,0.38314176245210724,5.747126436781609,0.38314176245210724,6.513409961685824,11.302681992337165,0.0,0.19157088122605362,0.7662835249042145,0.7662835249042145
ind,7.5396825396825395,0.3968253968253968,0.7936507936507936,0.0,0.7936507936507936,0.5952380952380952,1.5873015873015872,7.142857142857142,0.1984126984126984,3.1746031746031744,0.5952380952380952,4.563492063492063,2.1825396825396823,4.166666666666666,24.404761904761905,0.5952380952380952,2.579365079365079,5.555555555555555,5.555555555555555,11.904761904761903,0.7936507936507936,1.5873015873015872,0.1984126984126984,4.365079365079365,7.738095238095238,0.3968253968253968,0.1984126984126984,0.0,0.3968253968253968
jam,1.7543859649122806,3.070175438596491,2.4122807017543857,0.0,0.21929824561403508,0.0,4.824561403508771,0.6578947368421052,0.21929824561403508,2.631578947368421,0.0,0.0,1.0964912280701753,0.8771929824561403,0.21929824561403508,48.026315789473685,2.631578947368421,0.0,1.3157894736842104,1.3157894736842104,15.789473684210526,8.333333333333332,2.850877192982456,0.8771929824561403,0.21929824561403508,0.0,0.0,0.43859649122807015,0.21929824561403508
jaz,0.1984126984126984,9.722222222222223,3.373015873015873,1.1904761904761905,0.1984126984126984,0.3968253968253968,0.3968253968253968,6.944444444444445,1.1904761904761905,4.166666666666666,0.992063492063492,0.3968253968253968,0.0,2.380952380952381,0.992063492063492,0.992063492063492,47.22222222222222,0.1984126984126984,3.373015873015873,0.5952380952380952,3.373015873015873,7.5396825396825395,0.5952380952380952,0.5952380952380952,0.0,0.1984126984126984,0.5952380952380952,1.5873015873015872,0.5952380952380952
met,13.194444444444445,1.5625,0.1736111111111111,0.1736111111111111,1.5625,0.3472222222222222,0.5208333333333333,1.3888888888888888,0.0,3.6458333333333335,0.0,9.027777777777777,0.1736111111111111,0.1736111111111111,6.770833333333333,0.0,1.215277777777778,45.13888888888889,2.430555555555556,9.027777777777777,1.3888888888888888,1.215277777777778,0.1736111111111111,0.1736111111111111,0.5208333333333333,0.0,0.0,0.0,0.0
pop,2.564102564102564,1.4423076923076923,7.6923076923076925,0.4807692307692308,2.403846153846154,1.9230769230769231,0.3205128205128205,2.564102564102564,2.564102564102564,9.615384615384617,1.9230769230769231,1.7628205128205128,1.4423076923076923,6.730769230769231,4.487179487179487,0.9615384615384616,2.083333333333333,6.41025641025641,13.62179487179487,7.371794871794872,2.2435897435897436,9.775641025641026,2.403846153846154,2.2435897435897436,2.8846153846153846,0.16025641025641024,0.16025641025641024,1.7628205128205128,0.0
pwv,9.482758620689655,5.747126436781609,0.28735632183908044,0.0,1.7241379310344827,3.4482758620689653,0.0,0.0,0.0,12.068965517241379,0.0,8.045977011494253,0.0,2.586206896551724,2.2988505747126435,5.459770114942529,0.28735632183908044,8.908045977011495,5.172413793103448,26.436781609195403,0.5747126436781609,3.7356321839080464,2.2988505747126435,0.0,0.5747126436781609,0.0,0.0,0.5747126436781609,0.28735632183908044
rap,0.0,0.0,12.387387387387387,0.0,0.22522522522522523,0.22522522522522523,1.8018018018018018,0.45045045045045046,0.0,0.22522522522522523,0.22522522522522523,0.6756756756756757,1.1261261261261262,5.405405405405405,0.45045045045045046,10.81081081081081,3.153153153153153,0.0,1.1261261261261262,0.45045045045045046,56.75675675675676,3.8288288288288284,0.0,0.0,0.0,0.0,0.0,0.0,0.6756756756756757
rnb,0.5,5.833333333333333,2.5,0.0,0.5,1.5,1.3333333333333335,4.5,0.16666666666666669,9.166666666666666,0.6666666666666667,0.5,0.33333333333333337,2.3333333333333335,1.0,4.0,8.833333333333334,0.0,5.166666666666667,3.166666666666667,8.166666666666666,35.0,2.3333333333333335,0.0,0.5,0.33333333333333337,0.8333333333333334,0.33333333333333337,0.5
rnr,0.9389671361502347,1.8779342723004695,0.0,0.0,0.0,14.084507042253522,0.0,1.8779342723004695,1.4084507042253522,18.779342723004692,4.694835680751173,0.0,0.9389671361502347,0.4694835680751174,2.3474178403755865,3.286384976525822,7.042253521126761,0.9389671361502347,3.286384976525822,4.225352112676056,0.0,14.553990610328638,17.370892018779344,0.0,0.0,0.4694835680751174,0.0,1.4084507042253522,0.0
tec,0.6944444444444444,0.0,4.166666666666666,0.0,1.7361111111111112,0.0,2.430555555555556,7.291666666666667,0.0,0.3472222222222222,0.0,0.0,5.902777777777778,20.13888888888889,1.0416666666666665,0.0,1.3888888888888888,0.0,0.6944444444444444,0.6944444444444444,4.861111111111112,0.0,0.0,27.77777777777778,20.833333333333336,0.0,0.0,0.0,0.0
tra,0.0,0.0,1.1904761904761905,0.0,0.2976190476190476,0.2976190476190476,0.8928571428571428,3.571428571428571,0.0,0.2976190476190476,0.0,0.5952380952380952,3.869047619047619,19.940476190476193,0.8928571428571428,0.0,0.2976190476190476,0.2976190476190476,0.8928571428571428,0.5952380952380952,0.2976190476190476,0.0,0.0,8.928571428571429,56.845238095238095,0.0,0.0,0.0,0.0
uti,0.0,4.166666666666666,0.0,11.805555555555555,0.0,0.0,0.0,6.25,0.0,1.3888888888888888,9.027777777777777,0.0,0.6944444444444444,0.0,3.4722222222222223,0.0,15.972222222222221,1.3888888888888888,6.25,0.6944444444444444,0.0,0.6944444444444444,1.3888888888888888,0.0,0.0,36.80555555555556,0.0,0.0,0.0
woA,0.0,0.0,3.125,0.0,0.0,0.0,5.208333333333334,7.291666666666667,0.0,2.083333333333333,0.0,0.0,1.0416666666666665,0.0,0.0,8.333333333333332,8.333333333333332,0.0,0.0,0.0,0.0,3.125,0.0,0.0,0.0,0.0,48.95833333333333,10.416666666666668,2.083333333333333
woB,0.0,1.3888888888888888,4.861111111111112,0.0,2.083333333333333,3.4722222222222223,0.6944444444444444,0.6944444444444444,4.166666666666666,1.3888888888888888,0.6944444444444444,0.0,2.7777777777777777,6.25,2.083333333333333,5.555555555555555,18.055555555555554,0.0,0.6944444444444444,1.3888888888888888,9.027777777777777,5.555555555555555,0.0,2.7777777777777777,0.6944444444444444,2.083333333333333,0.0,22.916666666666664,0.6944444444444444
woC,0.0,0.5208333333333333,1.5625,0.0,0.0,0.5208333333333333,0.0,6.770833333333333,1.0416666666666665,5.208333333333334,0.5208333333333333,0.5208333333333333,2.083333333333333,3.125,2.604166666666667,10.416666666666668,3.6458333333333335,0.5208333333333333,1.5625,1.0416666666666665,9.895833333333332,19.270833333333336,0.5208333333333333,0.0,2.083333333333333,0.0,3.125,2.604166666666667,20.833333333333336
